date,cpi_monthly_pct,bank_rate,d_bank_rate,output_gap,rulc,narrative_aggregate,energy_subindex,wage_subindex,supply_subindex
2023-06-01,0.1,5.0,0.5,-0.09300396091296292,0.9724450628729286,-0.1203820300847292,-0.579695850610733,-0.1086877824531661,0.0417792204428802
2023-07-01,-0.4,5.0,0.0,-0.5467965372542238,0.8530076730346892,-0.1203820300847292,-0.579695850610733,-0.1086877824531661,0.0417792204428802
2023-08-01,0.3,5.25,0.25,-0.604439012990543,0.6213116941093944,-0.149037065087921,-0.5807263851165771,-0.1299003437161445,-0.2782592298462987
2023-09-01,0.5,5.25,0.0,-0.9612590040980251,0.3164232512257392,-0.2599914561025798,-0.308607850755964,-0.4077748507261276,-0.2307994698639959
2023-10-01,0.0,5.25,0.0,-2.127201478829477,0.0590364013097755,-0.2599914561025798,-0.308607850755964,-0.4077748507261276,-0.2307994698639959
2023-11-01,-0.2,5.25,0.0,-1.680596984976379,-0.0014393761820663542,-0.2783001912757754,-0.5969415962696075,-0.4401557892560959,-0.2942296527326107
2023-12-01,0.4,5.25,0.0,-1.234476387123884,0.18880410696180405,-0.4531039913659388,-0.8090374320745468,-0.3055273499339819,-0.4603857394928733
2024-01-01,-0.6,5.25,0.0,-2.4083880318926276,0.48851347912597376,-0.4531039913659388,-0.8090374320745468,-0.3055273499339819,-0.4603857394928733
2024-02-01,0.6,5.25,0.0,-1.4512045126851447,0.6367731881105954,-0.2790696292730241,-0.7203105290730795,-0.3487981082155154,-0.4707706016488373
2024-03-01,0.6,5.25,0.0,-0.2997596140985159,0.46893198852258067,-0.1911437895226602,-0.5155210917194685,-0.4356063596512142,-0.3959810014814138
2024-04-01,0.3,5.25,0.0,-1.0610968980875768,0.17865970288344357,-0.1911437895226602,-0.5155210917194685,-0.4356063596512142,-0.3959810014814138
2024-05-01,0.3,5.25,0.0,-1.0175766337519931,-0.008504679147680605,-0.2035925278323702,-0.8173332413037618,-0.4541081961776529,0.065780601153771
2024-06-01,0.1,5.25,0.0,-0.7716386157628818,0.10684998952914526,-0.2719537864572235,-0.2137928679585456,-0.4899761337462974,-0.5086601823568344
2024-07-01,-0.2,5.25,0.0,-1.3371029699760228,0.42666136598521476,-0.2719537864572235,-0.2137928679585456,-0.4899761337462974,-0.5086601823568344
2024-08-01,0.3,5.0,-0.25,-0.07828776876266375,0.8676942858440562,-0.2343437679732839,-0.4470976044734319,-0.5575155034661293,-0.0161205232143402
2024-09-01,0.0,5.0,0.0,0.06662215748765021,1.2945425590371151,-0.2691624742322441,-0.569672092795372,-0.4650891674682498,-0.5988928973674774
2024-10-01,0.6,5.0,0.0,-0.3945108446746559,1.6312137189938625,-0.2691624742322441,-0.569672092795372,-0.4650891674682498,-0.5988928973674774
